code,chapter_code,chapter_name,description,unit,labor_unit_price,material_unit_price,total_unit_price,source_page
NF18FF,N,Alcantarillado,Suministro e instalación de tubo de concreto de 30 cm de diámetro.,m,,,990.44,246
NF18FG,N,Alcantarillado,Suministro e instalación de tubo de concreto de 38 cm de diámetro.,m,,,1180.54,246
NF19DH,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 45 cm de diámetro.",m,,,1466.49,246
NF19DI,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 61 cm de diámetro.",m,,,1905.69,246
NF19DJ,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 76 cm de diámetro.",m,,,2511.38,246
NF19DK,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 91 cm de diámetro.",m,,,4173.81,246
NF19DL,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 107 cm de diámetro.",m,,,5149.97,246
NF19DM,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 122 cm de diámetro.",m,,,6304.97,246
NF19DN,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 152 cm de diámetro.",m,,,9837.27,246
NF19DO,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 183 cm de diámetro.",m,,,13872.46,246
NF19DP,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 213 cm de diámetro.",m,,,18220.43,246
NF19DQ,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 244 cm de diámetro.",m,,,23533.17,246
NF19DR,N,Alcantarillado,"Suministro e instalación de tubo de concreto reforzado, con junta hermética, en zona ""B"" de 305 cm de diámetro.",m,,,40936.92,246
NF20HD,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 102 mm (4"") de diámetro, con empaque.",m,,,82.99,246
NF20HE,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 152 mm (6"") de diámetro, con empaque.",m,,,151.98,246
NF20HG,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 203 mm (8"") de diámetro, con empaque.",m,,,255.81,247
NF20HI,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 254 mm (10"") de diámetro, con empaque.",m,,,363.52,247
NF20HJ,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 305 mm (12"") de diámetro, con empaque.",m,,,554.27,247
NF20HK,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 381 mm (15"") de diámetro, con empaque.",m,,,777.25,247
NF20HL,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 457 mm (18"") de diámetro, con empaque.",m,,,1096.62,247
NF20HM,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 610 mm (24"") de diámetro, con empaque.",m,,,1718.73,247
NH20HN,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 762 mm (30"") de diámetro, con empaque.",m,,,2327.47,247
NH20HP,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 914 mm (36"") de diámetro, con empaque.",m,,,3131.63,247
NH20HR,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 1067 mm (42"") de diámetro, con empaque.",m,,,4377.42,247
NH20HS,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 1219 mm (48"") de diámetro, con empaque.",m,,,5305.31,247
NH20HT,N,Alcantarillado,"Suministro e instalación de tubo de polietileno alta densidad, corrugado, de 1524 mm (60"") de diámetro, con empaque.",m,,,7323.23,247
NG19BB,N,Alcantarillado,Suministro e instalación de codo de concreto de 45° X 15 cm de diámetro y slant,juego,,,390.27,247
NG19BC,N,Alcantarillado,Suministro e instalación de codo de concreto de 45° X 20 cm de diámetro y slant,juego,,,493.66,247
NG19CB,N,Alcantarillado,Suministro e instalación de codo de concreto de 90° X 15 cm de diámetro.,pieza,,,250.04,247
NG19CE,N,Alcantarillado,Suministro e instalación de codo de concreto de 90° X 10 cm de diámetro.,pieza,,,229.88,247
NG19DB,N,Alcantarillado,"Suministro e instalación de slant de concreto, de 10 cm de diámetro.",pieza,,,172.01,247
NG19DC,N,Alcantarillado,"Suministro e instalación de slant de concreto, de 15 cm de diámetro.",pieza,,,198.72,247
NG19DD,N,Alcantarillado,"Suministro e instalación de slant de concreto, de 20 cm de diámetro.",pieza,,,262.39,247
NI20JB,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 102 mm (4"") de diámetro.",m,,,148.26,248
NI20JC,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 152 mm (6"") de diámetro.",m,,,194.87,248
NI20JD,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 203 mm (8"") de diámetro.",m,,,304.73,248
NI20JE,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 254 mm (10"") de diámetro.",m,,,416.85,248
NI20JF,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 305 mm (12"") de diámetro.",m,,,600.18,248
NI20JG,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 381 mm (15"") de diámetro.",m,,,946.35,248
NI20JH,N,Alcantarillado,"Suministro, instalación y pruebas de tubo de pvc corrugado para alcantarillado, de 457 mm (18"") de diámetro.",m,,,1353.74,248
NI21BB,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 1.50 m.,pieza,,,10689.84,248
NI21BC,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 1.75 m.,pieza,,,12881.64,248
NI21BD,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 2.00 m.,pieza,,,14194.94,248
NI21BE,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 2.25 m.,pieza,,,15607.94,248
NI21BF,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 2.50 m.,pieza,,,17247.29,248
NI21BG,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 2.75 m.,pieza,,,20734.55,248
NI21BH,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 3.00 m.,pieza,,,21172.31,248
NI21BI,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 3.25 m.,pieza,,,23678.00,249
NI21BJ,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 3.50 m.,pieza,,,25211.97,249
NI21BK,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 3.75 m.,pieza,,,27018.67,249
NI21BL,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 4.00 m.,pieza,,,29323.86,249
NI21BM,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 4.25 m.,pieza,,,31336.49,249
NI21BN,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 4.50 m.,pieza,,,33371.00,249
NI21BO,N,Alcantarillado,Pozo de visita sobre tubo de 0.30 a 0.61 m de diámetro con profundidad a rasante hidráulica de 4.75 m.,pieza,,,35332.41,249
NI21CB,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 2.50 m.",pieza,,,17410.47,249
NI21CC,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 2.75 m.",pieza,,,18540.20,249
NI21CD,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 3.00 m.",pieza,,,19896.31,249
NI21CE,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 3.25 m.",pieza,,,20252.66,249
NI21CF,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 3.50 m.",pieza,,,24366.43,249
NI21CG,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 3.75 m.",pieza,,,26485.08,249
NI21CH,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 4.00 m.",pieza,,,28586.19,249
NI21CI,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 4.25 m.",pieza,,,30381.07,249
NI21CJ,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 4.50 m.",pieza,,,32417.03,249
NI21CK,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 4.75 m.",pieza,,,34423.59,249
NI21CL,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 5.00 m.",pieza,,,36459.55,249
NI21CM,N,Alcantarillado,"Pozo de visita sobre tubo de 0.76 a 0.91m de diámetro, con profundidad a rasante hidráulica de 5.25 m.",pieza,,,38477.95,249
OD14BE,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 101 mm (4"") de diámetro.",m,,,35.53,250
OD14BF,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 152 mm (6"") de diámetro.",m,,,42.40,250
OD14BG,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 203 mm (8"") de diámetro.",m,,,45.39,250
OD14BH,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 254 mm (10"") de diámetro.",m,,,48.91,250
OD14BI,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 305 mm (12"") de diámetro.",m,,,57.81,250
OD14BK,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 406 mm (16"") de diámetro.",m,,,90.84,250
OD14BM,O,Construccion de sistemas de agua potable,"Instalación de tubo de polietileno de 508 mm (20"") de diámetro.",m,,,126.59,250
OD15BM,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 122 cm de diámetro, zona ""A"".",m,,,793.93,250
OD15BO,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 183 cm de diámetro, zona ""A"".",m,,,1301.82,250
OD15CM,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 122 cm de diámetro, zona ""B"".",m,,,868.63,250
OD15CO,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 183 cm de diámetro, zona ""B"".",m,,,1409.43,250
OD15DM,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 122 cm de diámetro, zona ""C"".",m,,,984.03,250
OD15DO,O,Construccion de sistemas de agua potable,"Instalación de tubo de concreto tensado previamente, de 183 cm de diámetro, zona ""C"".",m,,,1559.45,250
OE12BE,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 101 mm de diámetro.",m,,,1217.78,251
OE12BF,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 152 mm de diámetro.",m,,,1731.34,251
OE12BG,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 203 mm de diámetro.",m,,,2469.56,251
OE12BH,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 254 mm de diámetro.",m,,,3591.38,251
OE12BI,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 305 mm de diámetro.",m,,,4536.88,251
OE12BJ,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40, de 355 mm de diámetro.",m,,,7011.20,251
OE12BK,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, cédula 40 de 406 mm de diámetro.",m,,,8252.07,251
OE12BL,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, standard de 457 mm de diámetro.",m,,,7332.21,251
OE12BM,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de acero soldable, standard de 508 mm de diámetro.",m,,,8418.43,251
OE14BB,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad, de 51 mm (2"") de diámetro, RD 13.5",m,,,128.16,251
OE14BC,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad, de 63 mm de (2 1/2"") diámetro, RD 13.5",m,,,164.25,251
OE14BD,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 76 mm de (3"") diámetro, RD-13.5.",m,,,267.43,251
OE14BE,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad, de 102 mm (4"") de diámetro, RD-13.5",m,,,456.57,251
OE14BF,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 152 mm (6"") de diámetro, RD-13.5",m,,,954.95,251
OE14BG,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad, de 203 mm (8"") de diámetro, RD-13.5",m,,,1569.74,251
OE14BH,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 254 mm (10"") de diámetro, RD-13.5",m,,,2374.56,251
OE14BI,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 305 mm (12"") de diámetro, RD-13.5",m,,,3415.55,251
OE14BJ,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 356 mm (14"") de diámetro, RD-13.5",m,,,4039.24,251
OE14BK,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 406 mm (16"") de diámetro, RD-13.5",m,,,5299.71,252
OE14BL,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 457 mm (18"") de diámetro, RD-13.5",m,,,6685.82,252
OE14BM,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 508 mm (20"") de diámetro, RD-13.5",m,,,8256.74,252
OE14CB,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 51 mm (2"") de diámetro, RD-17",m,,,106.29,252
OE14CC,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 63 mm (2 1/2"") de diámetro, RD-17",m,,,144.64,252
OE14CD,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 76 mm (3"") de diámetro, RD-17",m,,,220.18,252
OE14CE,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 102 mm de (4"") diámetro, RD-17",m,,,374.75,252
OE14CF,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 152 mm (6"") de diámetro, RD-17",m,,,802.50,252
OE14CG,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 203 mm (8"") de diámetro, RD-17",m,,,1290.05,252
OE14CH,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 254 mm (10"") de diámetro, RD-17",m,,,1996.94,252
OE14CI,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 305 mm (12"") de diámetro, RD-17",m,,,2778.20,252
OE14CJ,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 356 mm (14"") de diámetro, RD-17",m,,,3318.08,252
OE14CK,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 406 mm (16"") de diámetro, RD-17",m,,,4313.32,252
OE14CL,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 457 mm (18"") de diámetro, RD-17",m,,,5314.12,252
OE14CM,O,Construccion de sistemas de agua potable,"Suministro e instalación de tubo de polietileno alta densidad de 508 mm (20"") de diámetro, RD-17",m,,,6707.91,252
OG12BB,O,Construccion de sistemas de agua potable,"Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 50 X 13 mm, válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.",toma,,,544.38,252
OG12BC,O,Construccion de sistemas de agua potable,"Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 60 X 13 mm válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.",toma,,,550.20,253
OG12BD,O,Construccion de sistemas de agua potable,"Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 75 X 13 mm, válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.",toma,,,561.77,253
OG12BE,O,Construccion de sistemas de agua potable,"Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 100 X 13 mm válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.",toma,,,619.12,253
OG12BG,O,Construccion de sistemas de agua potable,"Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 150 X 13 mm válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.",toma,,,700.65,253
OH12BC,O,Construccion de sistemas de agua potable,"Suministro y colocación de costales de plástico rellenos con tepetate para represas de control de agua, incluye: los materiales, la mano de obra, acarreo libre la herramienta y el equipo necesarios para la correcta ejecución de los trabajos.",pieza,,,60.16,253
OH13BB,O,Construccion de sistemas de agua potable,"Construcción de muro seco, formado con material recolectado en la obra (piedra, block), incluye: la mano de obra, la herramienta y el equipo necesarios para la correcta ejecución de los trabajos, medido colocado.",m3.,,,473.69,253
OH15BB,O,Construccion de sistemas de agua potable,"Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.50 x 0.20 x 0.20 m, para tubo de 102 mm de diámetro.",pieza,,,163.03,253
OH15BD,O,Construccion de sistemas de agua potable,"Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.65 x 0.30 x 0.30 m, para tubo de 150 mm de diámetro.",pieza,,,393.24,253
OH15BF,O,Construccion de sistemas de agua potable,"Atraque de concreto hidráulico resistencia normal f’c= 150 kg/cm2, de 0.90 x 0.40 x 0.40 m, para tubo de 203 mm de diámetro.",pieza,,,821.73,253
OH15BH,O,Construccion de sistemas de agua potable,"Atraque de concreto hidráulico resistencia normal f’c= 150 kg/cm2, de 0.90 x 0.50 x 0.50 m, para tubo de 254 mm de diámetro.",pieza,,,1290.08,253
OH15BK,O,Construccion de sistemas de agua potable,"Atraque de concreto hidráulico resistencia normal f’c= 150 kg/cm2, de 1.15 x 0.65 x 0.65 m, para tubo de 305 mm de diámetro.",pieza,,,2539.12,253
OJ12BI,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 51 mm ( 2"" ) de diámetro.",pieza,,,404.11,254
OJ12BJ,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 63 mm (2 1/2"") de diámetro.",pieza,,,466.68,254
OJ12BK,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 76 mm ( 3"" ) de diámetro.",pieza,,,540.30,254
OJ12BM,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 101 mm ( 4"" ) diámetro.",pieza,,,627.78,254
OJ12BO,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 152 mm ( 6"" ) de diámetro.",pieza,,,761.19,254
OJ12BQ,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 203 mm ( 8"" ) de diámetro.",pieza,,,881.68,254
OJ12BR,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 254 mm ( 10"" ) de diámetro.",pieza,,,1187.94,254
OJ12BS,O,Construccion de sistemas de agua potable,"Abrazadera de fierro fundido para inserción de 305 mm ( 12"" ) de diámetro.",pieza,,,1627.08,254
OJ13BB,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 51 mm ( 2"" ) de diámetro.",pieza,,,1270.74,254
OJ13BC,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 63 mm ( 2 1/2"") de diámetro.",pieza,,,1612.93,254
OJ13BD,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 76 mm ( 3"" ) de diámetro.",pieza,,,2141.03,254
OJ13BE,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 101 mm ( 4"" ) de diámetro.",pieza,,,2730.49,254
OJ13BF,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 152 mm ( 6"" ) de diámetro.",pieza,,,3910.22,254
OJ13BG,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 203 mm ( 8"" ) de diámetro.",pieza,,,5702.92,254
OJ13BH,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 254 mm ( 10"" ) de diámetro.",pieza,,,7688.24,254
OJ13BI,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 305 mm ( 12"" ) diámetro.",pieza,,,10623.63,254
OJ13BJ,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 356 mm ( 14"" ) de diámetro.",pieza,,,16627.82,254
OJ13BK,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 406 mm ( 16"" ) de diámetro.",pieza,,,21184.06,254
OJ13BL,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 457 mm ( 18"" ) de diámetro.",pieza,,,21956.79,254
OJ13BM,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 508 mm ( 20"" ) de diámetro.",pieza,,,28733.64,254
OJ13BN,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 610 mm ( 24"" ) de diámetro.",pieza,,,38955.53,254
OJ13BP,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 762 mm ( 30"" ) de diámetro.",pieza,,,62420.29,254
OJ13BQ,O,Construccion de sistemas de agua potable,"Carrete corto de fierro fundido de 914 mm ( 36"" ) de diámetro.",pieza,,,93173.15,254
OJ13CB,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de51 mm ( 2"" ) de diámetro.",pieza,,,1799.76,254
OJ13CC,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 63 mm (2 1/2"") de diámetro.",pieza,,,2319.49,254
OJ13CD,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 76 mm ( 3"" ) de diámetro.",pieza,,,3186.94,254
OJ13CE,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 101 mm ( 4"" ) de diámetro.",pieza,,,4052.81,254
OJ13CF,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 152 mm ( 6"" ) de diámetro.",pieza,,,5702.92,254
OJ13CG,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 203 mm ( 8"" ) de diámetro.",pieza,,,8384.61,254
OJ13CH,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 254 mm ( 10"" ) de diámetro.",pieza,,,11265.65,255
OJ13CI,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 305 mm ( 12"" ) de diámetro.",pieza,,,16168.79,255
OJ13CJ,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 356 mm ( 14"" ) de diámetro.",pieza,,,23502.24,255
OJ13CK,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 406 mm ( 16"" ) de diámetro.",pieza,,,29691.31,255
OJ13CL,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 457 mm ( 18"" ) de diámetro.",pieza,,,31257.02,255
OJ13CM,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 508 mm ( 20"" ) de diámetro.",pieza,,,40878.40,255
OJ13CN,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 610 mm ( 24"" ) de diámetro.",pieza,,,55230.20,255
OJ13CP,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 762 mm ( 30"" ) de diámetro.",pieza,,,87960.17,255
OJ13CQ,O,Construccion de sistemas de agua potable,"Carrete largo de fierro fundido de 914 mm ( 36"" ) de diámetro.",pieza,,,159311.15,255
OJ14BB,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 51 mm ( 2"" ) de diámetro.",pieza,,,475.00,255
OJ14BC,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 63 mm (2 1/2"") de diámetro.",pieza,,,601.02,255
OJ14BD,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 76 mm ( 3"" ) de diámetro.",pieza,,,742.50,255
OJ14BE,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 101 mm ( 4"" ) de diámetro.",pieza,,,1055.41,255
OJ14BF,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 152 mm ( 6"" ) de diámetro.",pieza,,,1606.48,255
OJ14BG,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 203 mm ( 8"" ) de diámetro.",pieza,,,2672.97,255
OJ14BH,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 254 mm ( 10"" ) de diámetro.",pieza,,,3818.22,255
OJ14BI,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 304 mm ( 12"" ) de diámetro.",pieza,,,4944.18,255
OJ14BJ,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 356 mm ( 14"" ) de diámetro.",pieza,,,8712.08,255
OJ14BK,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 406 mm ( 16"" ) de diámetro.",pieza,,,11772.52,255
OJ14BL,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 457 mm ( 18"" ) de diámetro.",pieza,,,14211.24,255
OJ14BM,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 508 mm ( 20"" ) de diámetro.",pieza,,,18848.46,255
OJ14BN,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 610 mm ( 24"" ) de diámetro.",pieza,,,32909.13,255
OJ14BO,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 762 mm ( 30"" ) de diámetro.",pieza,,,67207.43,255
OJ14BP,O,Construccion de sistemas de agua potable,"Tapa ciega de fierro fundido de 914 mm ( 36"" ) de diámetro.",pieza,,,112971.44,255
OJ15BB,O,Construccion de sistemas de agua potable,"Brida de fierro fundido con rosca de 51 mm ( 2"" ) de diámetro.",pieza,,,536.62,255
